# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Wed Feb 14 12:19:29 2024
#
# User preference: *
#
# CONSTRAINT:  where (default_flag = 1
# CONSTRAINT:  and disc_facility like '%TESS%')
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN tran_flag:      Detected by Transits
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_tranmid:     Transit Midpoint [days]
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN pl_trandep:     Transit Depth [%]
# COLUMN pl_trandur:     Transit Duration [hours]
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,tran_flag,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_orbeccen,pl_insol,pl_eqt,pl_tranmid,ttv_flag,pl_trandep,pl_trandur,st_refname,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_logg,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_vmag,sy_kmag,sy_gaiamag,rowupdate,pl_pubdate,releasedate
TOI-5126 c,TOI-5126,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=FAIRNINGTON_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp.2953F/abstract target=ref>Fairnington et al. 2023</a>,17.89990000,0.143900,3.860,0.344,,,,0.000000,96.00,971,2459613.744300,0,,5.3400000,<a refstr=FAIRNINGTON_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.tmp.2953F/abstract target=ref>Fairnington et al. 2023</a>,F V,6150.00,1.24,1.24,0.180,[Fe/H],4.22,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h06m38.35s,151.6597827,+18d38m02.63s,18.6340631,160.4140000,10.1410000,8.7770000,9.9362900,2023-10-21,2023-10,2023-10-21
TOI-5153 b,TOI-5153,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=ULMER_MOLL_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220703911U/abstract target=ref>Ulmer-Moll et al. 2022</a>,20.33003000,0.158000,11.882,1.060,1036.12061,3.26000,Mass,0.091000,,906,2458486.123900,0,,4.8700000,<a refstr=ULMER_MOLL_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220703911U/abstract target=ref>Ulmer-Moll et al. 2022</a>,F8 V,6300.00,1.40,1.24,0.120,[Fe/H],4.30,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h06m09.68s,91.5403204,-19d57m12.40s,-19.9534443,390.4840000,11.9320000,10.4080000,11.5779000,2022-07-12,2022-07,2022-07-12
TOI-5174 b,TOI-5174,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=MANTOVAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.2311M/abstract target=ref>Mantovan et al. 2022</a>,12.21428600,,5.351,0.477,,,,,,,,0,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5643.77,1.09,1.00,0.415,[M/H],4.36,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h36m26.28s,174.1094967,-02d01m24.06s,-2.0233506,197.2430000,11.5830000,9.6000000,11.1031000,2022-10-03,2022-11,2022-10-03
TOI-519 b,TOI-519,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=KAGETANI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230414703K/abstract target=ref>Kagetani et al. 2023</a>,1.26523280,0.015900,11.545,1.030,147.15455,0.46300,Mass,0.330000,,687,,0,,,<a refstr=KAGETANI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230414703K/abstract target=ref>Kagetani et al. 2023</a>,M V,3322.00,0.35,0.34,0.270,[Fe/H],4.87,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h18m25.62s,124.6067582,-19d39m46.05s,-19.6627918,115.5570000,17.3500000,11.9510000,15.7067000,2023-05-15,2023-04,2023-05-15
TOI-5205 b,TOI-5205,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=KANODIA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..120K/abstract target=ref>Kanodia et al. 2023</a>,1.63075700,0.019900,11.600,1.030,343.00000,1.08000,Mass,0.020000,49.00,737,2459443.471790,0,,1.4000000,<a refstr=KANODIA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..120K/abstract target=ref>Kanodia et al. 2023</a>,M4.0,3430.00,0.39,0.39,0.000,[Fe/H],4.84,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h55m04.96s,313.7706819,+24d21m39.52s,24.3609770,86.4493000,15.8990000,11.0060000,14.9317000,2023-03-15,2023-03,2023-03-15
TOI-5238 b,TOI-5238,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=MANTOVAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.tmp.2311M/abstract target=ref>Mantovan et al. 2022</a>,4.87217100,,5.220,0.466,,,,,,,,0,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5631.00,1.02,1.00,,,4.42,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h53m26.13s,223.3588909,+68d51m34.10s,68.8594720,290.6460000,12.2140000,10.6270000,12.0984000,2022-10-03,2022-11,2022-10-03
TOI-5293 A b,TOI-5293 A,1,2,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=CA_NTILDE_AS_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...30C/abstract target=ref>Ca&ntilde;as et al. 2023</a>,2.93028900,0.034000,11.900,1.060,170.40000,0.54000,Mass,0.380000,34.60,675,2459448.914800,0,,1.9400000,<a refstr=CA_NTILDE_AS_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166...30C/abstract target=ref>Ca&ntilde;as et al. 2023</a>,M3+/-1,3586.00,0.52,0.54,-0.030,[Fe/H],4.77,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h43m18.88s,355.8286820,-02d02m42.34s,-2.0450945,162.2290000,16.1900000,11.6390000,14.9816000,2023-07-21,2023-07,2023-07-21
TOI-530 b,TOI-530,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=GAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.511...83G/abstract target=ref>Gan et al. 2022</a>,6.38759700,0.052000,9.303,0.830,127.13136,0.40000,Mass,0.000000,,565,2458470.199800,0,,,<a refstr=GAN_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.511...83G/abstract target=ref>Gan et al. 2022</a>,M0.5 V,3659.00,0.54,0.53,0.376,[Fe/H],4.70,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h53m39.08s,103.4128333,+12d52m53.68s,12.8815784,148.7620000,15.4030000,11.2380000,14.6439000,2021-10-11,2022-03,2021-10-11
TOI-532 b,TOI-532,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=KANODIA_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..135K/abstract target=ref>Kanodia et al. 2021</a>,2.32665080,0.029600,5.820,0.519,61.50000,0.19350,Mass,0.000000,94.10,867,2458470.576777,0,,1.7500000,<a refstr=KANODIA_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....162..135K/abstract target=ref>Kanodia et al. 2021</a>,,3927.00,0.61,0.64,0.338,[Fe/H],4.67,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h40m19.21s,85.0800537,+11d33m45.49s,11.5626373,135.0470000,14.4130000,10.5870000,13.6645000,2021-08-16,2021-10,2021-08-16
TOI-5344 b,TOI-5344,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=HARTMAN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166..163H/abstract target=ref>Hartman et al. 2023</a>,3.79262200,0.040410,10.604,0.946,130.94530,0.41200,Mass,0.054000,38.00,689,2459848.990300,0,,1.7730000,<a refstr=HARTMAN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....166..163H/abstract target=ref>Hartman et al. 2023</a>,,3747.00,0.59,0.61,0.425,[Fe/H],4.69,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h13m03.89s,63.2662165,+20d54m54.56s,20.9151568,138.3670000,15.4020000,10.8600000,14.3361000,2023-11-07,2023-10,2023-11-07
TOI-5398 b,TOI-5398,1,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=MANTOVAN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv231016888M/abstract target=ref>Mantovan et al. 2023</a>,10.59054700,0.098000,10.300,0.919,58.70000,0.18469,Mass,0.130000,,947,2459616.492320,0,,4.2580000,<a refstr=MANTOVAN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv231016888M/abstract target=ref>Mantovan et al. 2023</a>,G V,6000.00,1.05,1.15,0.090,[Fe/H],4.44,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h47m31.09s,161.8795569,+36d19m45.96s,36.3294345,130.8550000,10.0590000,8.7130000,9.9823300,2023-11-07,2023-10,2023-11-07
TOI-5398 c,TOI-5398,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=MANTOVAN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv231016888M/abstract target=ref>Mantovan et al. 2023</a>,4.77271000,0.057000,3.520,0.314,11.80000,0.03713,Mass,0.140000,,1242,2459628.617810,0,,3.1270000,<a refstr=MANTOVAN_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv231016888M/abstract target=ref>Mantovan et al. 2023</a>,G V,6000.00,1.05,1.15,0.090,[Fe/H],4.44,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h47m31.09s,161.8795569,+36d19m45.96s,36.3294345,130.8550000,10.0590000,8.7130000,9.9823300,2023-11-06,2023-10,2023-11-06
TOI-540 b,TOI-540,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=MENT_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...23M/abstract target=ref>Ment et al. 2021</a>,1.23914910,0.012230,0.903,0.081,,,,0.000000,23.40,611,2458411.826010,0,,,<a refstr=MENT_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021AJ....161...23M/abstract target=ref>Ment et al. 2021</a>,M V,3216.00,0.19,0.16,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h05m14.33s,76.3096949,-47d56m15.14s,-47.9375391,14.0022000,14.8230000,8.9000000,12.8938000,2020-10-01,2021-01,2020-10-08
TOI-544 b,TOI-544,1,1,2,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=OSBORNE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv231014908O/abstract target=ref>Osborne et al. 2023</a>,1.54835200,0.022500,2.018,0.180,2.89000,0.00909,Mass,0.000000,,999,2459199.031363,0,,1.2100000,<a refstr=OSBORNE_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv231014908O/abstract target=ref>Osborne et al. 2023</a>,,4169.00,0.62,0.63,-0.170,[Fe/H],4.68,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h29m09.62s,82.2900716,-00d20m34.43s,-0.3428983,41.1166000,10.7770000,7.8000000,10.4143000,2023-12-18,2023-10,2023-12-18
TOI-5542 b,TOI-5542,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=GRIEVES_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220914830G/abstract target=ref>Grieves et al. 2022</a>,75.12375000,0.332000,11.310,1.009,419.53350,1.32000,Mass,0.018000,9.60,441,2458679.347600,0,,,<a refstr=GRIEVES_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220914830G/abstract target=ref>Grieves et al. 2022</a>,G3 V,5700.00,1.06,0.89,-0.210,[Fe/H],4.20,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h11m11.62s,302.7984228,-61d08m07.68s,-61.1354659,348.8490000,12.4200000,10.8970000,12.2819000,2022-10-10,2022-09,2022-10-10
TOI-558 b,TOI-558,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=IKWUT_UKWA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163....9I/abstract target=ref>Ikwut-Ukwa et al. 2022</a>,14.57407100,0.129100,12.173,1.086,1147.36055,3.61000,Mass,0.298000,,1061,2458871.072530,0,0.557000,2.7050000,<a refstr=IKWUT_UKWA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163....9I/abstract target=ref>Ikwut-Ukwa et al. 2022</a>,F V,6466.00,1.50,1.35,-0.004,[Fe/H],4.22,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,02h49m09.96s,42.2915093,-58d01m28.86s,-58.0246828,402.6300000,11.2330000,10.2620000,11.3253000,2022-03-28,2022-01,2022-03-28
TOI-559 b,TOI-559,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=IKWUT_UKWA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163....9I/abstract target=ref>Ikwut-Ukwa et al. 2022</a>,6.98390950,0.072300,12.229,1.091,1910.14873,6.01000,Mass,0.151000,,1180,2458893.813050,0,0.827600,5.1502000,<a refstr=IKWUT_UKWA_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022AJ....163....9I/abstract target=ref>Ikwut-Ukwa et al. 2022</a>,G V,5925.00,1.23,1.03,-0.069,[Fe/H],4.27,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h07m16.47s,46.8186159,-31d09m46.78s,-31.1629951,233.2660000,11.0910000,9.6380000,10.9777000,2022-03-28,2022-01,2022-03-28
TOI-561 b,TOI-561,1,1,4,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=LACEDELLI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.511.4551L/abstract target=ref>Lacedelli et al. 2022</a>,0.44656880,0.010600,1.425,0.127,2.00000,0.00629,Mass,0.000000,4745.00,2310,2459317.749800,0,,1.3100000,<a refstr=LACEDELLI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.511.4551L/abstract target=ref>Lacedelli et al. 2022</a>,G9 V,5372.00,0.84,0.81,-0.400,[Fe/H],4.50,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h52m44.44s,148.1851516,+06d12m57.97s,6.2161030,85.7990000,10.2520000,8.3940000,10.0128000,2023-03-15,2022-04,2023-03-15
TOI-561 c,TOI-561,1,1,4,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=LACEDELLI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.511.4551L/abstract target=ref>Lacedelli et al. 2022</a>,10.77883100,0.088400,2.910,0.260,5.39000,0.01696,Mass,0.030000,68.20,800,2459238.462900,0,,3.7500000,<a refstr=LACEDELLI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.511.4551L/abstract target=ref>Lacedelli et al. 2022</a>,G9 V,5372.00,0.84,0.81,-0.400,[Fe/H],4.50,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h52m44.44s,148.1851516,+06d12m57.97s,6.2161030,85.7990000,10.2520000,8.3940000,10.0128000,2023-03-15,2022-04,2023-03-15
TOI-561 d,TOI-561,1,1,4,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,1,<a refstr=LACEDELLI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.511.4551L/abstract target=ref>Lacedelli et al. 2022</a>,25.71240000,0.158000,2.820,0.252,13.20000,0.04153,Mass,0.122000,21.40,598,2459318.966000,0,,4.5400000,<a refstr=LACEDELLI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.511.4551L/abstract target=ref>Lacedelli et al. 2022</a>,G9 V,5372.00,0.84,0.81,-0.400,[Fe/H],4.50,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h52m44.44s,148.1851516,+06d12m57.97s,6.2161030,85.7990000,10.2520000,8.3940000,10.0128000,2023-03-15,2022-04,2023-03-15
TOI-561 e,TOI-561,1,1,4,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,1,<a refstr=LACEDELLI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.511.4551L/abstract target=ref>Lacedelli et al. 2022</a>,77.03000000,0.328000,2.550,0.227,12.60000,0.03964,Mass,0.079000,4.96,415,2458538.180000,0,,6.9800000,<a refstr=LACEDELLI_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.511.4551L/abstract target=ref>Lacedelli et al. 2022</a>,G9 V,5372.00,0.84,0.81,-0.400,[Fe/H],4.50,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h52m44.44s,148.1851516,+06d12m57.97s,6.2161030,85.7990000,10.2520000,8.3940000,10.0128000,2023-03-15,2022-04,2023-03-15
TOI-564 b,TOI-564,1,1,1,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=DAVIS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..229D/abstract target=ref>Davis et al. 2020</a>,1.65114400,0.027340,11.433,1.020,464.98529,1.46300,Mass,0.072000,1423.00,1714,2458549.575540,0,0.920000,1.0272000,<a refstr=DAVIS_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..229D/abstract target=ref>Davis et al. 2020</a>,,5640.00,1.09,1.00,0.143,[Fe/H],4.36,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h41m10.84s,130.2951535,-16d02m10.78s,-16.0363275,199.5810000,11.0970000,9.6040000,11.1424000,2021-02-08,2020-11,2021-02-11
TOI-5678 b,TOI-5678,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=ULMER_MOLL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230604295U/abstract target=ref>Ulmer-Moll et al. 2023</a>,47.73022000,0.249000,4.910,0.438,20.00000,0.06293,Mass,0.140000,,513,2458424.705900,0,,6.9600000,<a refstr=ULMER_MOLL_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230604295U/abstract target=ref>Ulmer-Moll et al. 2023</a>,G7 V,5485.00,0.94,0.91,0.000,[Fe/H],4.34,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h09m32.20s,47.3841872,-34d11m54.53s,-34.1984808,165.3930000,11.4380000,9.5630000,11.1483000,2023-06-12,2023-06,2023-06-12
TOI-5704 b,TOI-5704,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=MISTRY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230109865M/abstract target=ref>Mistry et al. 2023</a>,3.77111600,,3.227,0.288,,,,,,949,2459610.756800,0,,,<a refstr=MISTRY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230109865M/abstract target=ref>Mistry et al. 2023</a>,,4590.00,0.76,0.73,0.428,[Fe/H],4.54,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h19m17.97s,169.8248694,+44d59m20.68s,44.9890782,89.6370000,11.5290000,9.0210000,11.2746000,2023-05-26,2023-01,2023-05-26
TOI-5803 b,TOI-5803,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=MISTRY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230109865M/abstract target=ref>Mistry et al. 2023</a>,5.38305000,,3.273,0.292,,,,,,679,2459802.710300,0,,,<a refstr=MISTRY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230109865M/abstract target=ref>Mistry et al. 2023</a>,,5134.00,0.76,0.87,,,4.61,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h48m59.70s,327.2487497,+06d16m41.44s,6.2781777,84.0126000,10.6550000,8.6840000,10.4782000,2023-05-26,2023-01,2023-05-26
TOI-615 b,TOI-615,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=PSARIDI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...675A..39P/abstract target=ref>Psaridi et al. 2023</a>,4.66159830,0.067800,18.977,1.693,138.25536,0.43500,Mass,0.390000,1286.00,1666,2459259.493830,0,,4.2410000,<a refstr=PSARIDI_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...675A..39P/abstract target=ref>Psaridi et al. 2023</a>,F2 V,6850.00,1.73,1.45,-0.100,[Fe/H],4.20,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h53m38.09s,133.4086892,-40d32m37.32s,-40.5437010,360.4080000,10.8250000,9.6690000,10.5775000,2023-07-26,2023-07,2023-07-26
TOI-620 b,TOI-620,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),1,Published Confirmed,0,<a refstr=REEFE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220403108R/abstract target=ref>Reefe et al. 2022</a>,5.09881790,0.048250,3.760,0.335,,,,0.220000,20.80,604,2458992.197240,0,0.393000,1.3600000,<a refstr=REEFE_ET_AL__2022 href=https://ui.adsabs.harvard.edu/abs/2022arXiv220403108R/abstract target=ref>Reefe et al. 2022</a>,M2.5 V,3708.00,0.55,0.58,0.350,[Fe/H],4.72,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h28m41.63s,142.1734459,-12d10m01.79s,-12.1671652,33.0231000,12.2620000,7.9540000,11.3104000,2022-04-12,2022-04,2022-04-12
